open,high,low,last,close,volume,date,symbol,exchange
208.79,210.16,208.78,,209.515,,2019-07-30T22:00:00+0000,AAPL,IEXG
207.92,208.86,207.91,,208.78,,2019-07-30T21:00:00+0000,AAPL,IEXG
207.9,210.16,207.76,,208.92,,2019-07-30T20:00:00+0000,AAPL,IEXG
207.7,208.305,207.66,,207.91,,2019-07-30T19:00:00+0000,AAPL,IEXG
207.855,208.37,207.32,,207.67,,2019-07-30T18:00:00+0000,AAPL,IEXG
209.765,209.765,209.765,,209.765,,2019-07-30T00:00:00+0000,AAPL,IEXG
210.45,210.495,209.69,,209.765,,2019-07-29T23:00:00+0000,AAPL,IEXG
210.11,210.5,210.02,,210.45,,2019-07-29T22:00:00+0000,AAPL,IEXG
210.165,210.465,209.98,,210.11,,2019-07-29T21:00:00+0000,AAPL,IEXG
210.58,210.615,209.69,,209.765,,2019-07-29T20:00:00+0000,AAPL,IEXG
209.71,210.62,209.585,,210.59,,2019-07-29T19:00:00+0000,AAPL,IEXG
208.92,210.0,208.81,,209.7,,2019-07-29T18:00:00+0000,AAPL,IEXG
207.85,207.85,207.85,,207.85,,2019-07-27T00:00:00+0000,AAPL,IEXG
203.88,203.88,203.88,,203.88,,2019-08-03T00:00:00+0000,AAPL,IEXG
203.955,204.705,202.98,,203.88,,2019-08-02T23:00:00+0000,AAPL,IEXG
203.52,204.48,203.235,,203.92,,2019-08-02T22:00:00+0000,AAPL,IEXG
203.58,203.665,202.73,,203.53,,2019-08-02T21:00:00+0000,AAPL,IEXG
203.165,204.705,202.73,,203.88,,2019-08-02T20:00:00+0000,AAPL,IEXG
201.92,203.69,201.72,,203.195,,2019-08-02T19:00:00+0000,AAPL,IEXG
204.915,205.51,201.63,,201.935,,2019-08-02T18:00:00+0000,AAPL,IEXG
208.38,208.38,208.38,,208.38,,2019-08-02T00:00:00+0000,AAPL,IEXG
210.025,210.31,207.5,,208.38,,2019-08-01T23:00:00+0000,AAPL,IEXG
209.82,210.68,206.765,,209.985,,2019-08-01T22:00:00+0000,AAPL,IEXG
216.78,216.98,208.225,,209.84,,2019-08-01T21:00:00+0000,AAPL,IEXG
217.51,217.56,206.765,,208.38,,2019-08-01T20:00:00+0000,AAPL,IEXG
217.23,218.02,216.87,,217.51,,2019-08-01T19:00:00+0000,AAPL,IEXG
214.85,217.575,214.77,,217.22,,2019-08-01T18:00:00+0000,AAPL,IEXG
213.08,213.08,213.08,,213.08,,2019-08-01T00:00:00+0000,AAPL,IEXG
214.57,215.8,213.07,,213.08,,2019-07-31T23:00:00+0000,AAPL,IEXG
217.285,217.81,211.395,,214.6,,2019-07-31T22:00:00+0000,AAPL,IEXG
217.075,217.67,216.825,,217.355,,2019-07-31T21:00:00+0000,AAPL,IEXG
217.88,217.93,211.395,,213.08,,2019-07-31T20:00:00+0000,AAPL,IEXG
218.25,218.74,217.51,,217.88,,2019-07-31T19:00:00+0000,AAPL,IEXG
219.11,219.955,217.16,,218.23,,2019-07-31T18:00:00+0000,AAPL,IEXG
208.92,208.92,208.92,,208.92,,2019-07-31T00:00:00+0000,AAPL,IEXG
199.07,199.07,199.07,,199.07,,2019-08-08T00:00:00+0000,AAPL,IEXG
198.585,199.56,197.88,,199.07,,2019-08-07T23:00:00+0000,AAPL,IEXG
197.955,198.69,197.385,,198.6,,2019-08-07T22:00:00+0000,AAPL,IEXG
196.595,198.665,196.46,,197.94,,2019-08-07T21:00:00+0000,AAPL,IEXG
196.435,199.56,195.535,,199.07,,2019-08-07T20:00:00+0000,AAPL,IEXG
196.875,197.3,196.055,,196.405,,2019-08-07T19:00:00+0000,AAPL,IEXG
194.92,197.39,194.35,,196.915,,2019-08-07T18:00:00+0000,AAPL,IEXG
196.95,196.95,196.95,,196.95,,2019-08-07T00:00:00+0000,AAPL,IEXG
196.485,197.19,196.32,,196.95,,2019-08-06T23:00:00+0000,AAPL,IEXG
196.45,197.425,195.76,,196.48,,2019-08-06T22:00:00+0000,AAPL,IEXG
195.11,196.97,195.06,,196.485,,2019-08-06T21:00:00+0000,AAPL,IEXG
195.33,197.425,194.715,,196.95,,2019-08-06T20:00:00+0000,AAPL,IEXG
195.6,195.64,194.05,,195.335,,2019-08-06T19:00:00+0000,AAPL,IEXG
197.03,197.505,194.75,,195.585,,2019-08-06T18:00:00+0000,AAPL,IEXG
193.165,193.165,193.165,,193.165,,2019-08-06T00:00:00+0000,AAPL,IEXG
192.97,194.3,192.59,,193.165,,2019-08-05T23:00:00+0000,AAPL,IEXG
193.625,193.98,192.7,,192.96,,2019-08-05T22:00:00+0000,AAPL,IEXG
193.25,194.78,193.1,,193.62,,2019-08-05T21:00:00+0000,AAPL,IEXG
195.09,195.24,192.59,,193.165,,2019-08-05T20:00:00+0000,AAPL,IEXG
195.42,196.265,194.85,,195.13,,2019-08-05T19:00:00+0000,AAPL,IEXG
196.1,196.68,194.42,,195.42,,2019-08-05T18:00:00+0000,AAPL,IEXG
201.0,201.0,201.0,,201.0,,2019-08-10T00:00:00+0000,AAPL,IEXG
202.03,202.76,200.85,,201.0,,2019-08-09T23:00:00+0000,AAPL,IEXG
201.78,202.445,201.6,,202.035,,2019-08-09T22:00:00+0000,AAPL,IEXG
201.29,202.42,201.08,,201.81,,2019-08-09T21:00:00+0000,AAPL,IEXG
199.74,202.76,199.675,,201.0,,2019-08-09T20:00:00+0000,AAPL,IEXG
200.515,200.62,199.3,,199.745,,2019-08-09T19:00:00+0000,AAPL,IEXG
201.52,201.85,199.675,,200.515,,2019-08-09T18:00:00+0000,AAPL,IEXG
203.295,203.295,203.295,,203.295,,2019-08-09T00:00:00+0000,AAPL,IEXG
202.15,203.495,202.045,,203.295,,2019-08-08T23:00:00+0000,AAPL,IEXG
202.22,202.57,201.75,,202.155,,2019-08-08T22:00:00+0000,AAPL,IEXG
202.17,202.44,201.68,,202.215,,2019-08-08T21:00:00+0000,AAPL,IEXG
202.16,203.495,201.68,,203.295,,2019-08-08T20:00:00+0000,AAPL,IEXG
201.955,202.36,201.515,,202.15,,2019-08-08T19:00:00+0000,AAPL,IEXG
200.44,202.14,200.325,,201.95,,2019-08-08T18:00:00+0000,AAPL,IEXG
199.07,199.07,199.07,,199.07,,2019-08-08T00:00:00+0000,AAPL,IEXG
201.62,201.62,201.62,,201.62,,2019-08-16T00:00:00+0000,AAPL,IEXG
200.74,202.495,200.74,,201.62,,2019-08-15T23:00:00+0000,AAPL,IEXG
200.21,201.13,199.9,,200.735,,2019-08-15T22:00:00+0000,AAPL,IEXG
202.18,202.635,199.67,,200.22,,2019-08-15T21:00:00+0000,AAPL,IEXG
202.195,202.685,199.67,,201.62,,2019-08-15T20:00:00+0000,AAPL,IEXG
202.06,202.2,200.53,,202.175,,2019-08-15T19:00:00+0000,AAPL,IEXG
203.575,203.75,201.68,,202.11,,2019-08-15T18:00:00+0000,AAPL,IEXG
202.77,202.77,202.77,,202.77,,2019-08-15T00:00:00+0000,AAPL,IEXG
203.02,203.96,202.63,,202.77,,2019-08-14T23:00:00+0000,AAPL,IEXG
203.875,203.99,202.58,,203.0,,2019-08-14T22:00:00+0000,AAPL,IEXG
203.225,204.44,202.82,,203.9,,2019-08-14T21:00:00+0000,AAPL,IEXG
203.54,204.44,202.58,,202.77,,2019-08-14T20:00:00+0000,AAPL,IEXG
204.315,204.97,203.27,,203.54,,2019-08-14T19:00:00+0000,AAPL,IEXG
205.895,205.91,204.31,,204.315,,2019-08-14T18:00:00+0000,AAPL,IEXG
209.16,209.16,209.16,,209.16,,2019-08-14T00:00:00+0000,AAPL,IEXG
209.66,209.805,208.815,,209.16,,2019-08-13T23:00:00+0000,AAPL,IEXG
209.42,210.0,209.35,,209.67,,2019-08-13T22:00:00+0000,AAPL,IEXG
208.435,209.63,208.29,,209.42,,2019-08-13T21:00:00+0000,AAPL,IEXG
208.81,210.0,208.04,,209.16,,2019-08-13T20:00:00+0000,AAPL,IEXG
208.635,209.1,207.54,,208.775,,2019-08-13T19:00:00+0000,AAPL,IEXG
211.93,211.96,208.59,,208.67,,2019-08-13T18:00:00+0000,AAPL,IEXG
200.58,200.58,200.58,,200.58,,2019-08-13T00:00:00+0000,AAPL,IEXG
199.365,200.765,199.255,,200.58,,2019-08-12T23:00:00+0000,AAPL,IEXG
201.275,201.48,199.16,,199.37,,2019-08-12T22:00:00+0000,AAPL,IEXG
201.65,201.97,201.155,,201.295,,2019-08-12T21:00:00+0000,AAPL,IEXG
201.53,202.06,199.16,,200.58,,2019-08-12T20:00:00+0000,AAPL,IEXG
201.52,201.73,200.325,,201.53,,2019-08-12T19:00:00+0000,AAPL,IEXG
201.425,201.95,200.36,,201.52,,2019-08-12T18:00:00+0000,AAPL,IEXG
210.205,210.205,210.205,,210.205,,2019-08-20T00:00:00+0000,AAPL,IEXG
211.11,211.375,210.18,,210.205,,2019-08-19T23:00:00+0000,AAPL,IEXG
211.84,211.88,210.9,,211.08,,2019-08-19T22:00:00+0000,AAPL,IEXG
211.905,212.12,211.76,,211.85,,2019-08-19T21:00:00+0000,AAPL,IEXG
211.73,212.12,210.18,,210.205,,2019-08-19T20:00:00+0000,AAPL,IEXG
211.94,212.18,211.59,,211.74,,2019-08-19T19:00:00+0000,AAPL,IEXG
212.08,212.23,211.14,,211.94,,2019-08-19T18:00:00+0000,AAPL,IEXG
206.35,206.35,206.35,,206.35,,2019-08-17T00:00:00+0000,AAPL,IEXG
206.13,206.94,206.08,,206.35,,2019-08-16T23:00:00+0000,AAPL,IEXG
206.86,206.87,206.12,,206.14,,2019-08-16T22:00:00+0000,AAPL,IEXG
206.18,207.14,206.18,,206.85,,2019-08-16T21:00:00+0000,AAPL,IEXG
206.06,207.14,205.49,,206.35,,2019-08-16T20:00:00+0000,AAPL,IEXG
206.7,207.16,205.825,,206.06,,2019-08-16T19:00:00+0000,AAPL,IEXG
204.665,206.765,204.43,,206.71,,2019-08-16T18:00:00+0000,AAPL,IEXG
201.62,201.62,201.62,,201.62,,2019-08-16T00:00:00+0000,AAPL,IEXG
202.655,202.655,202.655,,202.655,,2019-08-24T00:00:00+0000,AAPL,IEXG
202.495,203.56,201.815,,202.655,,2019-08-23T23:00:00+0000,AAPL,IEXG
203.12,203.16,201.91,,202.52,,2019-08-23T22:00:00+0000,AAPL,IEXG
203.94,204.14,202.505,,203.17,,2019-08-23T21:00:00+0000,AAPL,IEXG
203.83,204.77,201.815,,202.655,,2019-08-23T20:00:00+0000,AAPL,IEXG
211.1,211.1,203.52,,203.77,,2019-08-23T19:00:00+0000,AAPL,IEXG
209.68,212.025,209.44,,210.98,,2019-08-23T18:00:00+0000,AAPL,IEXG
212.78,212.78,212.78,,212.78,,2019-08-23T00:00:00+0000,AAPL,IEXG
212.835,213.3,212.295,,212.78,,2019-08-22T23:00:00+0000,AAPL,IEXG
212.75,212.86,212.33,,212.77,,2019-08-22T22:00:00+0000,AAPL,IEXG
212.295,213.12,212.23,,212.76,,2019-08-22T21:00:00+0000,AAPL,IEXG
212.095,213.3,212.03,,212.78,,2019-08-22T20:00:00+0000,AAPL,IEXG
211.26,212.59,210.785,,212.08,,2019-08-22T19:00:00+0000,AAPL,IEXG
214.265,214.29,211.02,,211.055,,2019-08-22T18:00:00+0000,AAPL,IEXG
212.605,212.605,212.605,,212.605,,2019-08-22T00:00:00+0000,AAPL,IEXG
212.26,212.69,212.125,,212.605,,2019-08-21T23:00:00+0000,AAPL,IEXG
212.32,213.045,211.86,,212.28,,2019-08-21T22:00:00+0000,AAPL,IEXG
213.13,213.35,212.2,,212.315,,2019-08-21T21:00:00+0000,AAPL,IEXG
213.315,213.35,211.86,,212.605,,2019-08-21T20:00:00+0000,AAPL,IEXG
213.16,213.645,212.93,,213.31,,2019-08-21T19:00:00+0000,AAPL,IEXG
213.12,213.43,212.9,,213.21,,2019-08-21T18:00:00+0000,AAPL,IEXG
210.525,210.525,210.525,,210.525,,2019-08-21T00:00:00+0000,AAPL,IEXG
211.4,211.59,210.41,,210.525,,2019-08-20T23:00:00+0000,AAPL,IEXG
211.68,211.71,210.87,,211.46,,2019-08-20T22:00:00+0000,AAPL,IEXG
212.98,213.03,211.275,,211.675,,2019-08-20T21:00:00+0000,AAPL,IEXG
212.27,213.08,210.41,,210.525,,2019-08-20T20:00:00+0000,AAPL,IEXG
212.385,213.35,211.895,,212.24,,2019-08-20T19:00:00+0000,AAPL,IEXG
210.88,212.39,210.815,,212.39,,2019-08-20T18:00:00+0000,AAPL,IEXG
210.205,210.205,210.205,,210.205,,2019-08-20T00:00:00+0000,AAPL,IEXG
204.145,204.145,204.145,,204.145,,2019-08-28T00:00:00+0000,AAPL,IEXG
205.365,205.98,204.115,,204.145,,2019-08-27T23:00:00+0000,AAPL,IEXG
205.08,205.525,204.385,,205.44,,2019-08-27T22:00:00+0000,AAPL,IEXG
203.6,205.225,203.545,,205.13,,2019-08-27T21:00:00+0000,AAPL,IEXG
204.85,205.98,203.545,,204.145,,2019-08-27T20:00:00+0000,AAPL,IEXG
205.665,205.855,204.28,,204.79,,2019-08-27T19:00:00+0000,AAPL,IEXG
206.925,207.12,205.49,,205.58,,2019-08-27T18:00:00+0000,AAPL,IEXG
206.57,206.57,206.57,,206.57,,2019-08-27T00:00:00+0000,AAPL,IEXG
205.665,206.57,205.19,,206.57,,2019-08-26T23:00:00+0000,AAPL,IEXG
205.95,206.02,205.32,,205.71,,2019-08-26T22:00:00+0000,AAPL,IEXG
206.725,206.99,205.86,,205.935,,2019-08-26T21:00:00+0000,AAPL,IEXG
206.07,207.17,205.19,,206.57,,2019-08-26T20:00:00+0000,AAPL,IEXG
206.18,206.79,205.73,,206.055,,2019-08-26T19:00:00+0000,AAPL,IEXG
206.5,206.85,205.06,,206.185,,2019-08-26T18:00:00+0000,AAPL,IEXG
202.655,202.655,202.655,,202.655,,2019-08-24T00:00:00+0000,AAPL,IEXG
208.39,208.39,208.39,,208.39,,2019-08-31T00:00:00+0000,AAPL,IEXG
207.67,208.55,207.24,,208.39,,2019-08-30T23:00:00+0000,AAPL,IEXG
207.675,208.05,207.44,,207.67,,2019-08-30T22:00:00+0000,AAPL,IEXG
207.87,207.945,207.37,,207.69,,2019-08-30T21:00:00+0000,AAPL,IEXG
207.955,208.55,207.24,,208.39,,2019-08-30T20:00:00+0000,AAPL,IEXG
208.68,208.85,207.2,,207.955,,2019-08-30T19:00:00+0000,AAPL,IEXG
209.38,209.77,208.39,,208.705,,2019-08-30T18:00:00+0000,AAPL,IEXG
209.09,209.09,209.09,,209.09,,2019-08-30T00:00:00+0000,AAPL,IEXG
208.58,209.095,208.295,,209.09,,2019-08-29T23:00:00+0000,AAPL,IEXG
208.895,209.315,208.43,,208.575,,2019-08-29T22:00:00+0000,AAPL,IEXG
208.565,208.895,208.46,,208.87,,2019-08-29T21:00:00+0000,AAPL,IEXG
208.07,209.315,207.915,,209.09,,2019-08-29T20:00:00+0000,AAPL,IEXG
207.78,208.24,207.56,,208.12,,2019-08-29T19:00:00+0000,AAPL,IEXG
208.185,208.28,206.69,,207.77,,2019-08-29T18:00:00+0000,AAPL,IEXG
205.56,205.56,205.56,,205.56,,2019-08-29T00:00:00+0000,AAPL,IEXG
205.31,205.73,204.89,,205.56,,2019-08-28T23:00:00+0000,AAPL,IEXG
204.82,205.41,204.58,,205.325,,2019-08-28T22:00:00+0000,AAPL,IEXG
205.03,205.135,204.35,,204.815,,2019-08-28T21:00:00+0000,AAPL,IEXG
205.32,205.73,204.35,,205.56,,2019-08-28T20:00:00+0000,AAPL,IEXG
204.95,205.7,204.5,,205.32,,2019-08-28T19:00:00+0000,AAPL,IEXG
204.86,205.455,204.31,,204.95,,2019-08-28T18:00:00+0000,AAPL,IEXG
204.145,204.145,204.145,,204.145,,2019-08-28T00:00:00+0000,AAPL,IEXG
209.1,209.1,209.1,,209.1,,2019-09-05T00:00:00+0000,AAPL,IEXG
209.045,209.465,209.005,,209.1,,2019-09-04T23:00:00+0000,AAPL,IEXG
208.9,209.26,208.805,,209.07,,2019-09-04T22:00:00+0000,AAPL,IEXG
208.865,209.475,208.78,,208.9,,2019-09-04T21:00:00+0000,AAPL,IEXG
208.26,209.475,207.7,,209.1,,2019-09-04T20:00:00+0000,AAPL,IEXG
207.87,208.445,207.78,,208.26,,2019-09-04T19:00:00+0000,AAPL,IEXG
207.73,207.985,207.35,,207.86,,2019-09-04T18:00:00+0000,AAPL,IEXG
205.71,205.71,205.71,,205.71,,2019-09-04T00:00:00+0000,AAPL,IEXG
205.47,206.08,205.19,,205.71,,2019-09-03T23:00:00+0000,AAPL,IEXG
204.77,205.55,204.71,,205.405,,2019-09-03T22:00:00+0000,AAPL,IEXG
204.93,205.035,204.48,,204.635,,2019-09-03T21:00:00+0000,AAPL,IEXG
205.27,206.08,204.48,,205.71,,2019-09-03T20:00:00+0000,AAPL,IEXG
205.395,205.74,204.555,,205.31,,2019-09-03T19:00:00+0000,AAPL,IEXG
206.59,206.59,204.26,,205.29,,2019-09-03T18:00:00+0000,AAPL,IEXG
208.39,208.39,208.39,,208.39,,2019-09-03T00:00:00+0000,AAPL,IEXG
208.39,208.39,208.39,,208.39,,2019-09-02T23:00:00+0000,AAPL,IEXG
208.39,208.39,208.39,,208.39,,2019-09-02T22:00:00+0000,AAPL,IEXG
208.39,208.39,208.39,,208.39,,2019-09-02T21:00:00+0000,AAPL,IEXG
208.39,208.39,208.39,,208.39,,2019-09-02T20:00:00+0000,AAPL,IEXG
208.39,208.39,208.39,,208.39,,2019-09-02T19:00:00+0000,AAPL,IEXG
208.39,208.39,208.39,,208.39,,2019-09-02T18:00:00+0000,AAPL,IEXG
213.37,213.37,213.37,,213.37,,2019-09-07T00:00:00+0000,AAPL,IEXG
213.61,213.99,213.1,,213.37,,2019-09-06T23:00:00+0000,AAPL,IEXG
213.86,213.86,213.505,,213.615,,2019-09-06T22:00:00+0000,AAPL,IEXG
213.095,213.945,213.095,,213.86,,2019-09-06T21:00:00+0000,AAPL,IEXG
212.685,213.99,212.55,,213.37,,2019-09-06T20:00:00+0000,AAPL,IEXG
213.075,213.355,212.58,,212.7,,2019-09-06T19:00:00+0000,AAPL,IEXG
213.14,213.325,212.57,,213.045,,2019-09-06T18:00:00+0000,AAPL,IEXG
213.17,213.17,213.17,,213.17,,2019-09-06T00:00:00+0000,AAPL,IEXG
213.12,213.39,212.74,,213.17,,2019-09-05T23:00:00+0000,AAPL,IEXG
212.205,213.13,212.05,,213.08,,2019-09-05T22:00:00+0000,AAPL,IEXG
212.21,212.45,211.51,,212.205,,2019-09-05T21:00:00+0000,AAPL,IEXG
212.42,213.39,211.51,,213.17,,2019-09-05T20:00:00+0000,AAPL,IEXG
212.985,213.27,212.43,,212.43,,2019-09-05T19:00:00+0000,AAPL,IEXG
213.22,213.975,212.6,,212.87,,2019-09-05T18:00:00+0000,AAPL,IEXG
209.1,209.1,209.1,,209.1,,2019-09-05T00:00:00+0000,AAPL,IEXG
223.2,223.2,223.2,,223.2,,2019-09-13T00:00:00+0000,AAPL,IEXG
224.985,225.0,222.9,,223.2,,2019-09-12T23:00:00+0000,AAPL,IEXG
225.11,225.33,224.7,,224.97,,2019-09-12T22:00:00+0000,AAPL,IEXG
225.5,225.815,224.925,,225.11,,2019-09-12T21:00:00+0000,AAPL,IEXG
225.74,225.815,222.9,,223.2,,2019-09-12T20:00:00+0000,AAPL,IEXG
224.47,225.85,224.375,,225.755,,2019-09-12T19:00:00+0000,AAPL,IEXG
224.29,226.33,223.94,,224.49,,2019-09-12T18:00:00+0000,AAPL,IEXG
223.59,223.59,223.59,,223.59,,2019-09-12T00:00:00+0000,AAPL,IEXG
222.255,223.6,222.255,,223.59,,2019-09-11T23:00:00+0000,AAPL,IEXG
222.375,222.58,221.74,,222.24,,2019-09-11T22:00:00+0000,AAPL,IEXG
222.66,223.14,222.12,,222.315,,2019-09-11T21:00:00+0000,AAPL,IEXG
222.205,223.6,221.74,,223.59,,2019-09-11T20:00:00+0000,AAPL,IEXG
220.42,222.5,220.215,,222.205,,2019-09-11T19:00:00+0000,AAPL,IEXG
220.1,220.81,219.905,,220.4,,2019-09-11T18:00:00+0000,AAPL,IEXG
216.735,216.735,216.735,,216.735,,2019-09-11T00:00:00+0000,AAPL,IEXG
214.27,216.74,214.27,,216.735,,2019-09-10T23:00:00+0000,AAPL,IEXG
213.82,214.775,213.19,,214.28,,2019-09-10T22:00:00+0000,AAPL,IEXG
214.36,215.8,213.54,,213.795,,2019-09-10T21:00:00+0000,AAPL,IEXG
213.96,216.74,213.19,,216.735,,2019-09-10T20:00:00+0000,AAPL,IEXG
213.055,214.4,213.04,,213.89,,2019-09-10T19:00:00+0000,AAPL,IEXG
213.195,213.58,212.775,,213.08,,2019-09-10T18:00:00+0000,AAPL,IEXG
214.24,214.24,214.24,,214.24,,2019-09-10T00:00:00+0000,AAPL,IEXG
214.11,214.89,214.08,,214.24,,2019-09-09T23:00:00+0000,AAPL,IEXG
214.57,214.57,213.87,,214.28,,2019-09-09T22:00:00+0000,AAPL,IEXG
215.14,215.2,213.88,,214.57,,2019-09-09T21:00:00+0000,AAPL,IEXG
216.345,216.38,213.36,,214.24,,2019-09-09T20:00:00+0000,AAPL,IEXG
215.33,216.435,215.18,,216.31,,2019-09-09T19:00:00+0000,AAPL,IEXG
215.25,215.48,214.64,,215.32,,2019-09-09T18:00:00+0000,AAPL,IEXG
219.87,219.87,219.87,,219.87,,2019-09-17T00:00:00+0000,AAPL,IEXG
219.74,220.06,219.53,,219.87,,2019-09-16T23:00:00+0000,AAPL,IEXG
220.005,220.1,219.575,,219.755,,2019-09-16T22:00:00+0000,AAPL,IEXG
219.11,220.08,219.03,,219.995,,2019-09-16T21:00:00+0000,AAPL,IEXG
219.145,220.1,218.94,,219.87,,2019-09-16T20:00:00+0000,AAPL,IEXG
218.955,220.105,218.92,,219.0,,2019-09-16T19:00:00+0000,AAPL,IEXG
219.725,219.725,218.25,,218.88,,2019-09-16T18:00:00+0000,AAPL,IEXG
218.56,218.56,218.56,,218.56,,2019-09-14T00:00:00+0000,AAPL,IEXG
219.365,219.38,218.35,,218.56,,2019-09-13T23:00:00+0000,AAPL,IEXG
217.215,219.8,217.215,,219.495,,2019-09-13T22:00:00+0000,AAPL,IEXG
217.88,218.075,217.03,,217.22,,2019-09-13T21:00:00+0000,AAPL,IEXG
218.175,219.8,217.03,,218.56,,2019-09-13T20:00:00+0000,AAPL,IEXG
218.9,219.265,218.2,,218.2,,2019-09-13T19:00:00+0000,AAPL,IEXG
219.805,219.875,218.41,,218.835,,2019-09-13T18:00:00+0000,AAPL,IEXG
223.2,223.2,223.2,,223.2,,2019-09-13T00:00:00+0000,AAPL,IEXG
217.685,217.685,217.685,,217.685,,2019-09-21T00:00:00+0000,AAPL,IEXG
219.43,219.75,217.68,,217.685,,2019-09-20T23:00:00+0000,AAPL,IEXG
218.57,219.96,218.37,,219.43,,2019-09-20T22:00:00+0000,AAPL,IEXG
220.34,220.57,217.515,,218.39,,2019-09-20T21:00:00+0000,AAPL,IEXG
221.155,221.225,217.515,,217.685,,2019-09-20T20:00:00+0000,AAPL,IEXG
221.945,222.115,220.875,,221.16,,2019-09-20T19:00:00+0000,AAPL,IEXG
221.92,222.43,221.59,,221.955,,2019-09-20T18:00:00+0000,AAPL,IEXG
220.945,220.945,220.945,,220.945,,2019-09-20T00:00:00+0000,AAPL,IEXG
221.07,221.49,220.77,,220.945,,2019-09-19T23:00:00+0000,AAPL,IEXG
221.55,221.715,220.77,,221.07,,2019-09-19T22:00:00+0000,AAPL,IEXG
221.42,221.7,220.49,,221.54,,2019-09-19T21:00:00+0000,AAPL,IEXG
222.18,222.27,220.49,,220.945,,2019-09-19T20:00:00+0000,AAPL,IEXG
223.305,223.375,221.995,,222.165,,2019-09-19T19:00:00+0000,AAPL,IEXG
222.975,223.735,222.6,,223.26,,2019-09-19T18:00:00+0000,AAPL,IEXG
222.73,222.73,222.73,,222.73,,2019-09-19T00:00:00+0000,AAPL,IEXG
220.78,222.79,220.7,,222.73,,2019-09-18T23:00:00+0000,AAPL,IEXG
220.86,221.62,219.58,,220.77,,2019-09-18T22:00:00+0000,AAPL,IEXG
221.185,221.31,220.67,,221.07,,2019-09-18T21:00:00+0000,AAPL,IEXG
221.895,222.79,219.58,,222.73,,2019-09-18T20:00:00+0000,AAPL,IEXG
222.205,222.285,221.74,,221.86,,2019-09-18T19:00:00+0000,AAPL,IEXG
221.875,222.42,221.875,,222.2,,2019-09-18T18:00:00+0000,AAPL,IEXG
220.62,220.62,220.62,,220.62,,2019-09-18T00:00:00+0000,AAPL,IEXG
220.05,220.82,219.91,,220.62,,2019-09-17T23:00:00+0000,AAPL,IEXG
220.15,220.195,219.81,,220.015,,2019-09-17T22:00:00+0000,AAPL,IEXG
219.94,220.325,219.93,,219.93,,2019-09-17T21:00:00+0000,AAPL,IEXG
220.26,220.82,219.565,,220.62,,2019-09-17T20:00:00+0000,AAPL,IEXG
219.76,220.59,219.76,,220.22,,2019-09-17T19:00:00+0000,AAPL,IEXG
219.405,220.115,219.32,,219.76,,2019-09-17T18:00:00+0000,AAPL,IEXG
219.87,219.87,219.87,,219.87,,2019-09-17T00:00:00+0000,AAPL,IEXG
218.0,218.0,218.0,,218.0,,2019-09-25T00:00:00+0000,AAPL,IEXG
218.38,218.6,217.58,,218.0,,2019-09-24T23:00:00+0000,AAPL,IEXG
217.66,219.605,217.42,,218.38,,2019-09-24T22:00:00+0000,AAPL,IEXG
217.385,218.135,217.26,,217.74,,2019-09-24T21:00:00+0000,AAPL,IEXG
219.09,219.78,217.26,,218.0,,2019-09-24T20:00:00+0000,AAPL,IEXG
220.68,220.89,218.79,,219.2,,2019-09-24T19:00:00+0000,AAPL,IEXG
221.825,221.825,220.22,,220.6,,2019-09-24T18:00:00+0000,AAPL,IEXG
218.7,218.7,218.7,,218.7,,2019-09-24T00:00:00+0000,AAPL,IEXG
219.41,219.825,218.645,,218.7,,2019-09-23T23:00:00+0000,AAPL,IEXG
219.225,219.735,219.18,,219.395,,2019-09-23T22:00:00+0000,AAPL,IEXG
218.835,219.36,218.655,,219.23,,2019-09-23T21:00:00+0000,AAPL,IEXG
218.76,219.825,218.64,,218.7,,2019-09-23T20:00:00+0000,AAPL,IEXG
218.29,219.07,218.125,,218.73,,2019-09-23T19:00:00+0000,AAPL,IEXG
218.56,218.69,217.67,,218.04,,2019-09-23T18:00:00+0000,AAPL,IEXG
217.685,217.685,217.685,,217.685,,2019-09-21T00:00:00+0000,AAPL,IEXG
218.86,218.86,218.86,,218.86,,2019-09-28T00:00:00+0000,AAPL,IEXG
217.58,219.03,217.58,,218.86,,2019-09-27T23:00:00+0000,AAPL,IEXG
218.57,218.57,217.35,,217.465,,2019-09-27T22:00:00+0000,AAPL,IEXG
218.22,218.9,218.02,,218.5,,2019-09-27T21:00:00+0000,AAPL,IEXG
219.695,219.85,217.35,,218.86,,2019-09-27T20:00:00+0000,AAPL,IEXG
220.35,220.505,217.98,,219.725,,2019-09-27T19:00:00+0000,AAPL,IEXG
220.21,220.46,219.51,,220.37,,2019-09-27T18:00:00+0000,AAPL,IEXG
219.6,219.6,219.6,,219.6,,2019-09-27T00:00:00+0000,AAPL,IEXG
220.065,220.91,219.51,,219.6,,2019-09-26T23:00:00+0000,AAPL,IEXG
220.215,220.59,220.0,,220.055,,2019-09-26T22:00:00+0000,AAPL,IEXG
219.92,220.13,219.68,,220.01,,2019-09-26T21:00:00+0000,AAPL,IEXG
219.93,220.91,219.51,,219.6,,2019-09-26T20:00:00+0000,AAPL,IEXG
219.96,220.145,219.24,,219.97,,2019-09-26T19:00:00+0000,AAPL,IEXG
219.235,220.765,219.15,,220.06,,2019-09-26T18:00:00+0000,AAPL,IEXG
