date,open,day
2018-08-09 00:00:00+00:00,208.86928571428572,Thursday
2018-08-10 00:00:00+00:00,207.82714285714286,Friday
2018-08-11 00:00:00+00:00,207.53,Saturday
2018-08-12 00:00:00+00:00,209.51916666666668,Sunday
2018-08-13 00:00:00+00:00,209.51916666666668,Monday
2018-08-14 00:00:00+00:00,209.3657142857143,Tuesday
2018-08-15 00:00:00+00:00,209.17285714285714,Wednesday
2018-08-16 00:00:00+00:00,212.5797142857143,Thursday
2018-08-17 00:00:00+00:00,215.8842857142857,Friday
2018-08-18 00:00:00+00:00,217.58,Saturday
2018-08-19 00:00:00+00:00,216.10916666666665,Sunday
2018-08-20 00:00:00+00:00,216.10916666666665,Monday
2018-08-21 00:00:00+00:00,215.87142857142857,Tuesday
2018-08-22 00:00:00+00:00,215.26571428571427,Wednesday
2018-08-23 00:00:00+00:00,215.9557142857143,Thursday
2018-08-24 00:00:00+00:00,215.965,Friday
2018-08-25 00:00:00+00:00,216.16,Saturday
2018-08-26 00:00:00+00:00,218.0575,Sunday
2018-08-27 00:00:00+00:00,218.0575,Monday
2018-08-28 00:00:00+00:00,219.51642857142858,Tuesday
2018-08-29 00:00:00+00:00,221.46142857142857,Wednesday
2018-08-30 00:00:00+00:00,224.68071428571426,Thursday
2018-08-31 00:00:00+00:00,227.39499999999998,Friday
2018-09-01 00:00:00+00:00,227.63,Saturday
2018-09-02 00:00:00+00:00,227.63,Sunday
2018-09-03 00:00:00+00:00,227.63,Monday
2018-09-04 00:00:00+00:00,228.00428571428571,Tuesday
2018-09-05 00:00:00+00:00,227.43571428571428,Wednesday
2018-09-06 00:00:00+00:00,224.07285714285715,Thursday
2018-09-07 00:00:00+00:00,224.25214285714287,Friday
2018-09-08 00:00:00+00:00,221.3,Saturday
2018-09-09 00:00:00+00:00,218.26,Sunday
2018-09-10 00:00:00+00:00,218.26,Monday
2018-09-11 00:00:00+00:00,221.6942857142857,Tuesday
2018-09-12 00:00:00+00:00,221.29714285714286,Wednesday
2018-09-13 00:00:00+00:00,225.355,Thursday
2018-09-14 00:00:00+00:00,224.725,Friday
2018-09-15 00:00:00+00:00,223.84,Saturday
2018-09-16 00:00:00+00:00,219.9958333333333,Sunday
2018-09-17 00:00:00+00:00,219.9958333333333,Monday
2018-09-18 00:00:00+00:00,219.2707142857143,Tuesday
2018-09-19 00:00:00+00:00,217.43428571428572,Wednesday
2018-09-20 00:00:00+00:00,220.62142857142857,Thursday
2018-09-21 00:00:00+00:00,219.26,Friday
2018-09-22 00:00:00+00:00,217.66,Saturday
2018-09-23 00:00:00+00:00,219.49166666666667,Sunday
2018-09-24 00:00:00+00:00,219.49166666666667,Monday
2018-09-25 00:00:00+00:00,221.50857142857143,Tuesday
2018-09-26 00:00:00+00:00,222.51142857142855,Wednesday
2018-09-27 00:00:00+00:00,224.75428571428571,Thursday
2018-09-28 00:00:00+00:00,225.09285714285716,Friday
2018-09-29 00:00:00+00:00,225.74,Saturday
2018-09-30 00:00:00+00:00,228.16666666666666,Sunday
2018-10-01 00:00:00+00:00,228.16666666666666,Monday
2018-10-02 00:00:00+00:00,229.11357142857145,Tuesday
2018-10-03 00:00:00+00:00,232.0064285714286,Wednesday
2018-10-04 00:00:00+00:00,229.04357142857143,Thursday
2018-10-05 00:00:00+00:00,225.00214285714287,Friday
2018-10-06 00:00:00+00:00,224.29,Saturday
2018-10-07 00:00:00+00:00,222.4125,Sunday
2018-10-08 00:00:00+00:00,222.4125,Monday
2018-10-09 00:00:00+00:00,225.48499999999999,Tuesday
2018-10-10 00:00:00+00:00,223.4385714285714,Wednesday
2018-10-11 00:00:00+00:00,216.6442857142857,Thursday
2018-10-12 00:00:00+00:00,218.715,Friday
2018-10-13 00:00:00+00:00,222.11,Saturday
2018-10-14 00:00:00+00:00,218.89,Sunday
2018-10-15 00:00:00+00:00,218.89,Monday
2018-10-16 00:00:00+00:00,219.46,Tuesday
2018-10-17 00:00:00+00:00,221.14857142857142,Wednesday
2018-10-18 00:00:00+00:00,217.73,Thursday
2018-10-19 00:00:00+00:00,219.0192857142857,Friday
2018-10-20 00:00:00+00:00,219.31,Saturday
2018-10-21 00:00:00+00:00,221.27916666666667,Sunday
2018-10-22 00:00:00+00:00,221.27916666666667,Monday
2018-10-23 00:00:00+00:00,218.51500000000001,Tuesday
2018-10-24 00:00:00+00:00,221.00357142857143,Wednesday
2018-10-25 00:00:00+00:00,218.8307142857143,Thursday
2018-10-26 00:00:00+00:00,216.95285714285714,Friday
2018-10-27 00:00:00+00:00,216.3,Saturday
2018-10-28 00:00:00+00:00,216.58083333333335,Sunday
2018-10-29 00:00:00+00:00,216.58083333333335,Monday
2018-10-30 00:00:00+00:00,212.93928571428572,Tuesday
2018-10-31 00:00:00+00:00,218.15357142857144,Wednesday
2018-11-01 00:00:00+00:00,218.91714285714286,Thursday
2018-11-02 00:00:00+00:00,209.64642857142857,Friday
2018-11-03 00:00:00+00:00,207.48,Saturday
2018-11-04 00:00:00+00:00,201.06,Sunday
2018-11-05 00:00:00+00:00,201.06,Monday
2018-11-06 00:00:00+00:00,202.3842857142857,Tuesday
2018-11-07 00:00:00+00:00,204.92000000000002,Wednesday
2018-11-08 00:00:00+00:00,208.10357142857143,Thursday
2018-11-09 00:00:00+00:00,205.8542857142857,Friday
2018-11-10 00:00:00+00:00,203.60666666666665,Saturday
2018-11-11 00:00:00+00:00,195.62625,Sunday
2018-11-12 00:00:00+00:00,195.62625,Monday
2018-11-13 00:00:00+00:00,194.555,Tuesday
2018-11-14 00:00:00+00:00,190.91,Wednesday
2018-11-15 00:00:00+00:00,188.2657142857143,Thursday
2018-11-16 00:00:00+00:00,192.40928571428572,Friday
2018-11-17 00:00:00+00:00,193.44500000000002,Saturday
2018-11-18 00:00:00+00:00,187.1225,Sunday
2018-11-19 00:00:00+00:00,187.1225,Monday
2018-11-20 00:00:00+00:00,182.5007142857143,Tuesday
2018-11-21 00:00:00+00:00,177.78357142857143,Wednesday
2018-11-22 00:00:00+00:00,177.15071428571426,Thursday
2018-11-23 00:00:00+00:00,175.03785714285712,Friday
2018-11-24 00:00:00+00:00,172.29,Saturday
2018-11-25 00:00:00+00:00,172.92625,Sunday
2018-11-26 00:00:00+00:00,172.92625,Monday
2018-11-27 00:00:00+00:00,173.52285714285716,Tuesday
2018-11-28 00:00:00+00:00,175.38642857142855,Wednesday
2018-11-29 00:00:00+00:00,179.51214285714286,Thursday
2018-11-30 00:00:00+00:00,178.87000000000003,Friday
2018-12-01 00:00:00+00:00,177.98666666666668,Saturday
2018-12-02 00:00:00+00:00,181.71375,Sunday
2018-12-03 00:00:00+00:00,181.71375,Monday
2018-12-04 00:00:00+00:00,181.66857142857143,Tuesday
2018-12-05 00:00:00+00:00,176.93571428571428,Wednesday
2018-12-06 00:00:00+00:00,174.09857142857143,Thursday
2018-12-07 00:00:00+00:00,172.62928571428571,Friday
2018-12-08 00:00:00+00:00,169.08833333333334,Saturday
2018-12-09 00:00:00+00:00,165.9125,Sunday
2018-12-10 00:00:00+00:00,165.9125,Monday
2018-12-11 00:00:00+00:00,168.9892857142857,Tuesday
2018-12-12 00:00:00+00:00,169.82285714285715,Wednesday
2018-12-13 00:00:00+00:00,170.57714285714286,Thursday
2018-12-14 00:00:00+00:00,168.58857142857144,Friday
2018-12-15 00:00:00+00:00,166.275,Saturday
2018-12-16 00:00:00+00:00,167.07625000000002,Sunday
2018-12-17 00:00:00+00:00,167.07625000000002,Monday
2018-12-18 00:00:00+00:00,165.35142857142858,Tuesday
2018-12-19 00:00:00+00:00,166.25142857142856,Wednesday
2018-12-20 00:00:00+00:00,161.34071428571428,Thursday
2018-12-21 00:00:00+00:00,156.01857142857145,Friday
2018-12-22 00:00:00+00:00,151.96166666666667,Saturday
2018-12-23 00:00:00+00:00,148.76375000000002,Sunday
2018-12-24 00:00:00+00:00,148.76375000000002,Monday
2018-12-25 00:00:00+00:00,147.17,Tuesday
2018-12-26 00:00:00+00:00,148.54285714285714,Wednesday
2018-12-27 00:00:00+00:00,153.28142857142856,Thursday
2018-12-28 00:00:00+00:00,154.8342857142857,Friday
2018-12-29 00:00:00+00:00,156.89,Saturday
2018-12-30 00:00:00+00:00,157.85625,Sunday
2018-12-31 00:00:00+00:00,157.85625,Monday
2019-01-01 00:00:00+00:00,157.655,Tuesday
2019-01-02 00:00:00+00:00,157.20642857142857,Wednesday
2019-01-03 00:00:00+00:00,150.23571428571427,Thursday
2019-01-04 00:00:00+00:00,144.97357142857143,Friday
2019-01-05 00:00:00+00:00,147.76666666666665,Saturday
2019-01-06 00:00:00+00:00,147.55625,Sunday
2019-01-07 00:00:00+00:00,147.55625,Monday
2019-01-08 00:00:00+00:00,148.47714285714287,Tuesday
2019-01-09 00:00:00+00:00,152.2564285714286,Wednesday
2019-01-10 00:00:00+00:00,153.035,Thursday
2019-01-11 00:00:00+00:00,152.8957142857143,Friday
2019-01-12 00:00:00+00:00,152.025,Saturday
2019-01-13 00:00:00+00:00,150.04250000000002,Sunday
2019-01-14 00:00:00+00:00,150.04250000000002,Monday
2019-01-15 00:00:00+00:00,151.24428571428572,Tuesday
2019-01-16 00:00:00+00:00,154.1057142857143,Wednesday
2019-01-17 00:00:00+00:00,154.49714285714285,Thursday
2019-01-18 00:00:00+00:00,156.3685714285714,Friday
2019-01-19 00:00:00+00:00,156.98166666666665,Saturday
2019-01-20 00:00:00+00:00,156.82,Sunday
2019-01-21 00:00:00+00:00,156.82,Monday
2019-01-22 00:00:00+00:00,155.76500000000001,Tuesday
2019-01-23 00:00:00+00:00,153.53285714285715,Wednesday
2019-01-24 00:00:00+00:00,153.122,Thursday
2019-01-25 00:00:00+00:00,154.8757142857143,Friday
2019-01-26 00:00:00+00:00,157.65666666666667,Saturday
2019-01-27 00:00:00+00:00,154.62125,Sunday
2019-01-28 00:00:00+00:00,154.62125,Monday
2019-01-29 00:00:00+00:00,156.35285714285715,Tuesday
2019-01-30 00:00:00+00:00,159.13785714285717,Wednesday
2019-01-31 00:00:00+00:00,166.55428571428573,Thursday
2019-02-01 00:00:00+00:00,167.26285714285714,Friday
2019-02-02 00:00:00+00:00,166.54166666666666,Saturday
2019-02-03 00:00:00+00:00,170.495,Sunday
2019-02-04 00:00:00+00:00,170.495,Monday
2019-02-05 00:00:00+00:00,172.94214285714287,Tuesday
2019-02-06 00:00:00+00:00,174.1864285714286,Wednesday
2019-02-07 00:00:00+00:00,172.96571428571428,Thursday
2019-02-08 00:00:00+00:00,170.30214285714285,Friday
2019-02-09 00:00:00+00:00,170.25833333333333,Saturday
2019-02-10 00:00:00+00:00,170.22125,Sunday
2019-02-11 00:00:00+00:00,170.22125,Monday
2019-02-12 00:00:00+00:00,169.85642857142855,Tuesday
2019-02-13 00:00:00+00:00,170.90928571428572,Wednesday
2019-02-14 00:00:00+00:00,170.68571428571428,Thursday
2019-02-15 00:00:00+00:00,170.51142857142855,Friday
2019-02-16 00:00:00+00:00,170.28666666666666,Saturday
2019-02-17 00:00:00+00:00,170.41,Sunday
2019-02-18 00:00:00+00:00,170.41,Monday
2019-02-19 00:00:00+00:00,170.4,Tuesday
2019-02-20 00:00:00+00:00,171.7507142857143,Wednesday
2019-02-21 00:00:00+00:00,171.68214285714288,Thursday
2019-02-22 00:00:00+00:00,171.73,Friday
2019-02-23 00:00:00+00:00,172.40333333333334,Saturday
2019-02-24 00:00:00+00:00,175.11124999999998,Sunday
2019-02-25 00:00:00+00:00,175.11124999999998,Monday
2019-02-26 00:00:00+00:00,174.35857142857142,Tuesday
2019-02-27 00:00:00+00:00,174.07214285714286,Wednesday
2019-02-28 00:00:00+00:00,174.32714285714286,Thursday
2019-03-01 00:00:00+00:00,173.83142857142857,Friday
2019-03-02 00:00:00+00:00,174.79833333333332,Saturday
2019-03-03 00:00:00+00:00,176.04749999999999,Sunday
2019-03-04 00:00:00+00:00,176.04749999999999,Monday
2019-03-05 00:00:00+00:00,175.375,Tuesday
2019-03-06 00:00:00+00:00,175.19214285714287,Wednesday
2019-03-07 00:00:00+00:00,173.98785714285714,Thursday
2019-03-08 00:00:00+00:00,172.11214285714286,Friday
2019-03-09 00:00:00+00:00,172.41,Saturday
2019-03-10 00:00:00+00:00,178.3841666666667,Sunday
2019-03-11 00:00:00+00:00,178.3841666666667,Monday
2019-03-12 00:00:00+00:00,180.95857142857145,Tuesday
2019-03-13 00:00:00+00:00,181.90214285714288,Wednesday
2019-03-14 00:00:00+00:00,183.26857142857142,Thursday
2019-03-15 00:00:00+00:00,185.94642857142858,Friday
2019-03-16 00:00:00+00:00,186.195,Saturday
2019-03-17 00:00:00+00:00,187.76250000000002,Sunday
2019-03-18 00:00:00+00:00,187.76250000000002,Monday
2019-03-19 00:00:00+00:00,187.65,Tuesday
2019-03-20 00:00:00+00:00,186.8942857142857,Wednesday
2019-03-21 00:00:00+00:00,193.78857142857143,Thursday
2019-03-22 00:00:00+00:00,193.68357142857144,Friday
2019-03-23 00:00:00+00:00,190.97,Saturday
2019-03-24 00:00:00+00:00,188.91833333333332,Sunday
2019-03-25 00:00:00+00:00,188.91833333333332,Monday
2019-03-26 00:00:00+00:00,190.1757142857143,Tuesday
2019-03-27 00:00:00+00:00,188.09357142857144,Wednesday
2019-03-28 00:00:00+00:00,188.36714285714285,Thursday
2019-03-29 00:00:00+00:00,189.21857142857144,Friday
2019-03-30 00:00:00+00:00,189.94,Saturday
2019-03-31 00:00:00+00:00,190.38333333333333,Sunday
2019-04-01 00:00:00+00:00,190.38333333333333,Monday
2019-04-02 00:00:00+00:00,192.6692857142857,Tuesday
2019-04-03 00:00:00+00:00,195.22357142857143,Wednesday
2019-04-04 00:00:00+00:00,195.69642857142858,Thursday
2019-04-05 00:00:00+00:00,196.45428571428573,Friday
2019-04-06 00:00:00+00:00,197.0,Saturday
2019-04-07 00:00:00+00:00,199.07750000000001,Sunday
2019-04-08 00:00:00+00:00,199.07750000000001,Monday
2019-04-09 00:00:00+00:00,201.05571428571426,Tuesday
2019-04-10 00:00:00+00:00,199.44785714285715,Wednesday
2019-04-11 00:00:00+00:00,200.05714285714288,Thursday
2019-04-12 00:00:00+00:00,198.32071428571427,Friday
2019-04-13 00:00:00+00:00,198.8,Saturday
2019-04-14 00:00:00+00:00,198.8225,Sunday
2019-04-15 00:00:00+00:00,198.8225,Monday
2019-04-16 00:00:00+00:00,199.86928571428572,Tuesday
2019-04-17 00:00:00+00:00,201.5407142857143,Wednesday
2019-04-18 00:00:00+00:00,203.41071428571428,Thursday
2019-04-19 00:00:00+00:00,203.85999999999999,Friday
2019-04-20 00:00:00+00:00,203.86,Saturday
2019-04-21 00:00:00+00:00,204.34916666666666,Sunday
2019-04-22 00:00:00+00:00,204.34916666666666,Monday
2019-04-23 00:00:00+00:00,206.34714285714287,Tuesday
2019-04-24 00:00:00+00:00,207.63214285714284,Wednesday
2019-04-25 00:00:00+00:00,206.37357142857144,Thursday
2019-04-26 00:00:00+00:00,204.08357142857145,Friday
2019-04-27 00:00:00+00:00,204.3,Saturday
2019-04-28 00:00:00+00:00,204.975,Sunday
2019-04-29 00:00:00+00:00,204.975,Monday
2019-04-30 00:00:00+00:00,201.35857142857142,Tuesday
2019-05-01 00:00:00+00:00,211.76,Wednesday
2019-05-02 00:00:00+00:00,210.0807142857143,Thursday
2019-05-03 00:00:00+00:00,210.81785714285712,Friday
2019-05-04 00:00:00+00:00,211.75,Saturday
2019-05-05 00:00:00+00:00,207.70333333333335,Sunday
2019-05-06 00:00:00+00:00,207.70333333333335,Monday
2019-05-07 00:00:00+00:00,204.41571428571427,Tuesday
2019-05-08 00:00:00+00:00,204.14000000000001,Wednesday
2019-05-09 00:00:00+00:00,199.84357142857144,Thursday
2019-05-10 00:00:00+00:00,196.4635714285714,Friday
2019-05-11 00:00:00+00:00,197.2,Saturday
2019-05-12 00:00:00+00:00,187.13833333333332,Sunday
2019-05-13 00:00:00+00:00,187.13833333333332,Monday
2019-05-14 00:00:00+00:00,187.67071428571427,Tuesday
2019-05-15 00:00:00+00:00,189.74714285714285,Wednesday
2019-05-16 00:00:00+00:00,190.93071428571426,Thursday
2019-05-17 00:00:00+00:00,189.55142857142854,Friday
2019-05-18 00:00:00+00:00,189.01,Saturday
2019-05-19 00:00:00+00:00,182.75583333333336,Sunday
2019-05-20 00:00:00+00:00,182.75583333333336,Monday
2019-05-21 00:00:00+00:00,186.56285714285715,Tuesday
2019-05-22 00:00:00+00:00,184.15142857142857,Wednesday
2019-05-23 00:00:00+00:00,179.57285714285715,Thursday
2019-05-24 00:00:00+00:00,180.10642857142855,Friday
2019-05-25 00:00:00+00:00,179.06,Saturday
2019-05-26 00:00:00+00:00,179.06000000000003,Sunday
2019-05-27 00:00:00+00:00,179.06000000000003,Monday
2019-05-28 00:00:00+00:00,179.055,Tuesday
2019-05-29 00:00:00+00:00,177.63857142857142,Wednesday
2019-05-30 00:00:00+00:00,177.84071428571428,Thursday
2019-05-31 00:00:00+00:00,177.11642857142857,Friday
2019-06-01 00:00:00+00:00,175.03,Saturday
2019-06-02 00:00:00+00:00,175.3925,Sunday
2019-06-03 00:00:00+00:00,175.3925,Monday
2019-06-04 00:00:00+00:00,177.6042857142857,Tuesday
2019-06-05 00:00:00+00:00,182.1914285714286,Wednesday
2019-06-06 00:00:00+00:00,183.12071428571429,Thursday
2019-06-07 00:00:00+00:00,189.52285714285716,Friday
2019-06-08 00:00:00+00:00,190.14,Saturday
2019-06-09 00:00:00+00:00,193.5175,Sunday
2019-06-10 00:00:00+00:00,193.5175,Monday
2019-06-11 00:00:00+00:00,194.10785714285717,Tuesday
2019-06-12 00:00:00+00:00,194.81285714285715,Wednesday
2019-06-13 00:00:00+00:00,195.39714285714285,Thursday
2019-06-14 00:00:00+00:00,192.6257142857143,Friday
2019-06-15 00:00:00+00:00,192.74,Saturday
2019-06-16 00:00:00+00:00,194.41583333333332,Sunday
2019-06-17 00:00:00+00:00,194.41583333333332,Monday
2019-06-18 00:00:00+00:00,198.25285714285715,Tuesday
2019-06-19 00:00:00+00:00,198.24214285714285,Wednesday
2019-06-20 00:00:00+00:00,199.035,Thursday
2019-06-21 00:00:00+00:00,199.88071428571428,Friday
2019-06-22 00:00:00+00:00,198.89,Saturday
2019-06-23 00:00:00+00:00,199.36833333333334,Sunday
2019-06-24 00:00:00+00:00,199.36833333333334,Monday
2019-06-25 00:00:00+00:00,197.72357142857143,Tuesday
2019-06-26 00:00:00+00:00,199.62357142857144,Wednesday
2019-06-27 00:00:00+00:00,200.18071428571426,Thursday
2019-06-28 00:00:00+00:00,198.31714285714287,Friday
2019-06-29 00:00:00+00:00,198.05,Saturday
2019-06-30 00:00:00+00:00,201.99749999999997,Sunday
2019-07-01 00:00:00+00:00,201.99749999999997,Monday
2019-07-02 00:00:00+00:00,202.1942857142857,Tuesday
2019-07-03 00:00:00+00:00,203.785,Wednesday
2019-07-04 00:00:00+00:00,204.37000000000003,Thursday
2019-07-05 00:00:00+00:00,204.30214285714285,Friday
2019-07-06 00:00:00+00:00,204.235,Saturday
2019-07-07 00:00:00+00:00,199.61083333333332,Sunday
2019-07-08 00:00:00+00:00,199.61083333333332,Monday
2019-07-09 00:00:00+00:00,200.6357142857143,Tuesday
2019-07-10 00:00:00+00:00,202.91214285714287,Wednesday
2019-07-11 00:00:00+00:00,203.46428571428572,Thursday
2019-07-12 00:00:00+00:00,203.32999999999998,Friday
2019-07-13 00:00:00+00:00,203.24,Saturday
2019-07-14 00:00:00+00:00,204.89583333333334,Sunday
2019-07-15 00:00:00+00:00,204.89583333333334,Monday
2019-07-16 00:00:00+00:00,204.80285714285716,Tuesday
2019-07-17 00:00:00+00:00,204.64499999999998,Wednesday
2019-07-18 00:00:00+00:00,204.62714285714284,Thursday
2019-07-19 00:00:00+00:00,204.8385714285714,Friday
2019-07-20 00:00:00+00:00,202.575,Saturday
2019-07-21 00:00:00+00:00,206.235,Sunday
2019-07-22 00:00:00+00:00,206.235,Monday
2019-07-23 00:00:00+00:00,207.87071428571429,Tuesday
2019-07-24 00:00:00+00:00,208.11285714285714,Wednesday
2019-07-25 00:00:00+00:00,207.9485714285714,Thursday
2019-07-26 00:00:00+00:00,207.9992857142857,Friday
2019-07-27 00:00:00+00:00,207.85,Saturday
2019-07-28 00:00:00+00:00,209.98916666666665,Sunday
2019-07-29 00:00:00+00:00,209.98916666666665,Monday
2019-07-30 00:00:00+00:00,208.49142857142857,Tuesday
2019-07-31 00:00:00+00:00,216.15571428571428,Wednesday
2019-08-01 00:00:00+00:00,214.185,Thursday
2019-08-02 00:00:00+00:00,204.20499999999998,Friday
2019-08-03 00:00:00+00:00,203.88,Saturday
2019-08-04 00:00:00+00:00,194.40916666666666,Sunday
2019-08-05 00:00:00+00:00,194.40916666666666,Monday
2019-08-06 00:00:00+00:00,195.5957142857143,Tuesday
2019-08-07 00:00:00+00:00,196.90214285714288,Wednesday
2019-08-08 00:00:00+00:00,201.45214285714286,Thursday
2019-08-09 00:00:00+00:00,201.45285714285714,Friday
2019-08-10 00:00:00+00:00,201.0,Saturday
2019-08-11 00:00:00+00:00,201.12750000000003,Sunday
2019-08-12 00:00:00+00:00,201.12750000000003,Monday
2019-08-13 00:00:00+00:00,208.21,Tuesday
2019-08-14 00:00:00+00:00,204.71857142857144,Wednesday
2019-08-15 00:00:00+00:00,201.96142857142857,Thursday
2019-08-16 00:00:00+00:00,205.4592857142857,Friday
2019-08-17 00:00:00+00:00,206.35,Saturday
2019-08-18 00:00:00+00:00,211.7675,Sunday
2019-08-19 00:00:00+00:00,211.7675,Monday
2019-08-20 00:00:00+00:00,211.68571428571428,Tuesday
2019-08-21 00:00:00+00:00,212.54714285714286,Wednesday
2019-08-22 00:00:00+00:00,212.58642857142857,Thursday
2019-08-23 00:00:00+00:00,206.70642857142857,Friday
2019-08-24 00:00:00+00:00,202.655,Saturday
2019-08-25 00:00:00+00:00,206.18166666666664,Sunday
2019-08-26 00:00:00+00:00,206.18166666666664,Monday
2019-08-27 00:00:00+00:00,205.4364285714286,Tuesday
2019-08-28 00:00:00+00:00,204.9192857142857,Wednesday
2019-08-29 00:00:00+00:00,207.94785714285715,Thursday
2019-08-30 00:00:00+00:00,208.33142857142857,Friday
2019-08-31 00:00:00+00:00,208.39,Saturday
2019-09-01 00:00:00+00:00,208.39,Sunday
2019-09-02 00:00:00+00:00,208.39,Monday
2019-09-03 00:00:00+00:00,205.8307142857143,Tuesday
2019-09-04 00:00:00+00:00,208.05428571428573,Wednesday
2019-09-05 00:00:00+00:00,212.18,Thursday
2019-09-06 00:00:00+00:00,213.23357142857142,Friday
2019-09-07 00:00:00+00:00,213.37,Saturday
2019-09-08 00:00:00+00:00,215.12416666666664,Sunday
2019-09-09 00:00:00+00:00,215.12416666666664,Monday
2019-09-10 00:00:00+00:00,213.84285714285716,Tuesday
2019-09-11 00:00:00+00:00,220.96428571428572,Wednesday
2019-09-12 00:00:00+00:00,224.81214285714285,Thursday
2019-09-13 00:00:00+00:00,219.22,Friday
2019-09-14 00:00:00+00:00,218.56,Saturday
2019-09-15 00:00:00+00:00,219.4466666666667,Sunday
2019-09-16 00:00:00+00:00,219.4466666666667,Monday
2019-09-17 00:00:00+00:00,219.9192857142857,Tuesday
2019-09-18 00:00:00+00:00,221.3457142857143,Wednesday
2019-09-19 00:00:00+00:00,222.1757142857143,Thursday
2019-09-20 00:00:00+00:00,220.615,Friday
2019-09-21 00:00:00+00:00,217.685,Saturday
2019-09-22 00:00:00+00:00,218.84666666666666,Sunday
2019-09-23 00:00:00+00:00,218.84666666666666,Monday
2019-09-24 00:00:00+00:00,219.10285714285715,Tuesday
2019-09-25 00:00:00+00:00,219.5957142857143,Wednesday
2019-09-26 00:00:00+00:00,220.05642857142857,Thursday
2019-09-27 00:00:00+00:00,219.17499999999998,Friday
2019-09-28 00:00:00+00:00,218.86,Saturday
2019-09-29 00:00:00+00:00,223.39416666666668,Sunday
2019-09-30 00:00:00+00:00,223.39416666666668,Monday
2019-10-01 00:00:00+00:00,225.6864285714286,Tuesday
